"rent, rub/month",address,city,"price_per_sqm, rub/month","square, m^2",type,url,OSM_address,address_info,district,lat,lon,nearest_metro,distance_km,distance_center_km,distance_center_m,square_category,square_category_encoding
196750,Ипподромный переулок,Санкт-Петербург,2500,78,Универсальное помещение,https://spb.n1.ru/view/113516902/?open_card_kn,"Ипподромный переулок, 1 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Комендантский аэродром', 'lat': 60.0006369, 'lon': 30.3102076}",округ Комендантский аэродром,60.0006369,30.3102076,"Санкт-Петербург, Пионерская",0.7704620768756941,7.03,7030,Средняя,2
250000,Ленсовета,Санкт-Петербург,1388,180,Универсальное помещение,https://spb.n1.ru/view/112335898/?open_card_kn,"Ленсовета, 10, Санкт-Петербург, Россия","{'district': 'округ Московская застава', 'lat': 59.8589844, 'lon': 30.3299625}",округ Московская застава,59.8589844,30.3299625,"Санкт-Петербург, Московская",0.8982457503381919,8.83,8830,Большая,3
155000,Комендантский проспект,Санкт-Петербург,1026,151,Универсальное помещение,https://spb.n1.ru/view/108546946/?open_card_kn,"Комендантский проспект, 51 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Коломяги', 'lat': 60.0388133, 'lon': 30.223171}",округ Коломяги,60.0388133,30.223171,"Санкт-Петербург, Комендантский проспект",3.9007895823865644,12.25,12250,Большая,3
171000,Малая Митрофаньевская,Санкт-Петербург,1819,94,Универсальное помещение,https://spb.n1.ru/view/110826045/?open_card_kn,"Малая Митрофаньевская, 8 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Измайловское', 'lat': 59.8963598, 'lon': 30.310854}",округ Измайловское,59.8963598,30.310854,"Санкт-Петербург, Московские Ворота",0.6320021927671687,4.59,4590,Средняя,2
85000,Челюскина,Санкт-Петербург,2125,40,Универсальное помещение,https://spb.n1.ru/view/115630947/?open_card_kn,"Челюскина, 6, Санкт-Петербург, Россия","{'district': 'округ Морской', 'lat': 59.9416555, 'lon': 30.1906742}",округ Морской,59.9416555,30.1906742,"Санкт-Петербург, Приморская",2.5614856036706612,6.61,6610,Маленькая,1
266800,Канала Грибоедова набережная,Санкт-Петербург,2300,116,Универсальное помещение,https://spb.n1.ru/view/116326137/?open_card_kn,"Канала Грибоедова набережная, 12, Санкт-Петербург, Россия","{'district': 'Дворцовый округ', 'lat': 59.9362213, 'lon': 30.3282657}",Дворцовый округ,59.9362213,30.3282657,"Санкт-Петербург, Невский проспект",0.20002425978103558,1.11,1110,Средняя,2
450000,Казанская,Санкт-Петербург,2368,190,Универсальное помещение,https://spb.n1.ru/view/114945752/?open_card_kn,"Казанская, 40, Санкт-Петербург, Россия","{'district': 'Сенной округ', 'lat': 59.9289586, 'lon': 30.3124795}",Сенной округ,59.9289586,30.3124795,"Санкт-Петербург, Садовая",0.3796811605232781,0.98,980,Большая,3
250000,Восстания,Санкт-Петербург,1275,196,Универсальное помещение,https://spb.n1.ru/view/77324288/?open_card_kn,"Восстания, 53, Санкт-Петербург, Россия","{'district': 'округ Смольнинское', 'lat': 59.9428552, 'lon': 30.3610258}",округ Смольнинское,59.9428552,30.3610258,"Санкт-Петербург, Чернышевская",0.19540785899804528,2.99,2990,Большая,3
100000,Ломоносова,Санкт-Петербург,1000,100,Универсальное помещение,https://spb.n1.ru/view/77318351/?open_card_kn,"Ломоносова, 12/66, Санкт-Петербург, Россия","{'district': 'Владимирский округ', 'lat': 59.9281844, 'lon': 30.3370759}",Владимирский округ,59.9281844,30.3370759,"Санкт-Петербург, Достоевская",0.5276271604793068,1.9,1900,Средняя,2
112957,Уральская,Санкт-Петербург,1043,108,Универсальное помещение,https://spb.n1.ru/view/115276324/?open_card_kn,"Уральская, 19 корп. 8, Санкт-Петербург, Россия","{'district': 'округ Остров Декабристов', 'lat': 59.9550413, 'lon': 30.2553369}",округ Остров Декабристов,59.9550413,30.2553369,"Санкт-Петербург, Приморская",1.3651632488461782,3.56,3560,Средняя,2
90000,Гжатская,Санкт-Петербург,2000,45,Универсальное помещение,https://spb.n1.ru/view/77301321/?open_card_kn,"Гжатская, 22 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Академическое', 'lat': 60.0111858, 'lon': 30.3889959}",округ Академическое,60.0111858,30.3889959,"Санкт-Петербург, Академическая",0.40860776800322196,9.36,9360,Маленькая,1
110000,Ветеранов проспект,Санкт-Петербург,1746,63,Универсальное помещение,https://spb.n1.ru/view/77300004/?open_card_kn,"Ветеранов проспект, 194, Санкт-Петербург, Россия","{'district': 'округ Сосновая поляна', 'lat': 59.8343207, 'lon': 30.1147634}",округ Сосновая поляна,59.8343207,30.1147634,"Санкт-Петербург, Проспект Ветеранов",7.6893331889682885,15.81,15810,Средняя,2
105000,Просвещения проспект,Санкт-Петербург,1500,70,Универсальное помещение,https://spb.n1.ru/view/77294826/?open_card_kn,"Просвещения проспект, 33 корп. 1, Санкт-Петербург, Россия","{'district': 'округ № 21', 'lat': 60.0342257, 'lon': 30.4258285}",округ № 21,60.0342257,30.4258285,"Санкт-Петербург, Гражданский проспект",0.42882061112738235,12.61,12610,Средняя,2
606528,Транспортный переулок,Санкт-Петербург,864,702,Универсальное помещение,https://spb.n1.ru/view/77292667/?open_card_kn,"Транспортный переулок, 3, Санкт-Петербург, Россия","{'district': 'округ Лиговка-Ямская', 'lat': 59.92041, 'lon': 30.3576952}",округ Лиговка-Ямская,59.92041,30.3576952,"Санкт-Петербург, Лиговский проспект",0.1375833232708267,3.34,3340,Очень крупная,5
88407,Уральская,Санкт-Петербург,893,99,Универсальное помещение,https://spb.n1.ru/view/115276300/?open_card_kn,"Уральская, 19 корп. 8, Санкт-Петербург, Россия","{'district': 'округ Остров Декабристов', 'lat': 59.9550413, 'lon': 30.2553369}",округ Остров Декабристов,59.9550413,30.2553369,"Санкт-Петербург, Приморская",1.3651632488461782,3.56,3560,Средняя,2
364896,Уральская,Санкт-Петербург,1120,325,Универсальное помещение,https://spb.n1.ru/view/115276274/?open_card_kn,"Уральская, 19 корп. 8, Санкт-Петербург, Россия","{'district': 'округ Остров Декабристов', 'lat': 59.9550413, 'lon': 30.2553369}",округ Остров Декабристов,59.9550413,30.2553369,"Санкт-Петербург, Приморская",1.3651632488461782,3.56,3560,Крупная,4
